模块名,类名,方法名,函数,类型,SysCap,权限,支持起始版本,访问级别,是否为卡片,是否支持跨平台
ohos.resourceschedule.usageStatistics,usageStatistics,queryBundleStatsInfoByInterval,"function queryBundleStatsInfoByInterval(
    byInterval: IntervalType,
    begin: number,
    end: number
  ): Promise<Array<BundleStatsInfo>>;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryBundleEvents,"function queryBundleEvents(begin: number, end: number, callback: AsyncCallback<Array<BundleEvents>>): void;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryBundleEvents,"function queryBundleEvents(begin: number, end: number): Promise<Array<BundleEvents>>;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryModuleUsageRecords,"function queryModuleUsageRecords(maxNum: number, callback: AsyncCallback<Array<HapModuleInfo>>): void;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryModuleUsageRecords,function queryModuleUsageRecords(maxNum: number): Promise<Array<HapModuleInfo>>;,Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryModuleUsageRecords,function queryModuleUsageRecords(callback: AsyncCallback<Array<HapModuleInfo>>): void;,Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryModuleUsageRecords,function queryModuleUsageRecords(): Promise<Array<HapModuleInfo>>;,Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,setAppGroup,"function setAppGroup(bundleName: string, newGroup: GroupType, callback: AsyncCallback<void>): void;",Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,setAppGroup,"function setAppGroup(bundleName: string, newGroup: GroupType): Promise<void>;",Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,registerAppGroupCallBack,"function registerAppGroupCallBack(groupCallback: Callback<AppGroupCallbackInfo>, callback: AsyncCallback<void>): void;",Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,registerAppGroupCallBack,function registerAppGroupCallBack(groupCallback: Callback<AppGroupCallbackInfo>): Promise<void>;,Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,unregisterAppGroupCallBack,function unregisterAppGroupCallBack(callback: AsyncCallback<void>): void;,Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,unregisterAppGroupCallBack,function unregisterAppGroupCallBack(): Promise<void>;,Method,SystemCapability.ResourceSchedule.UsageStatistics.AppGroup,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryDeviceEventStats,"function queryDeviceEventStats(begin: number, end: number, callback: AsyncCallback<Array<DeviceEventStats>>): void;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryDeviceEventStats,"function queryDeviceEventStats(begin: number, end: number): Promise<Array<DeviceEventStats>>;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryNotificationEventStats,"function queryNotificationEventStats(
    begin: number,
    end: number,
    callback: AsyncCallback<Array<DeviceEventStats>>
  ): void;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.resourceschedule.usageStatistics,usageStatistics,queryNotificationEventStats,"function queryNotificationEventStats(begin: number, end: number): Promise<Array<DeviceEventStats>>;",Method,SystemCapability.ResourceSchedule.UsageStatistics.App,ohos.permission.BUNDLE_ACTIVE_INFO,9,,否,否
ohos.runningLock,RunningLock,lock,lock(timeout: number): void;,Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.RUNNING_LOCK,7,,否,否
ohos.runningLock,RunningLock,hold,hold(timeout: number): void;,Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.RUNNING_LOCK,9,,否,否
ohos.runningLock,RunningLock,unlock,unlock(): void;,Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.RUNNING_LOCK,7,,否,否
ohos.runningLock,RunningLock,unhold,unhold(): void;,Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.RUNNING_LOCK,9,,否,否
ohos.runningLock,runningLock,createRunningLock,"function createRunningLock(name: string, type: RunningLockType, callback: AsyncCallback<RunningLock>): void;",Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.RUNNING_LOCK,7,,否,否
ohos.runningLock,runningLock,createRunningLock,"function createRunningLock(name: string, type: RunningLockType): Promise<RunningLock>;",Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.RUNNING_LOCK,7,,否,否
ohos.runningLock,runningLock,create,"function create(name: string, type: RunningLockType, callback: AsyncCallback<RunningLock>): void;",Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.RUNNING_LOCK,9,,否,否
ohos.runningLock,runningLock,create,"function create(name: string, type: RunningLockType): Promise<RunningLock>;",Method,SystemCapability.PowerManager.PowerManager.Core,ohos.permission.RUNNING_LOCK,9,,否,否
ohos.screen,screen,createVirtualScreen,"function createVirtualScreen(options: VirtualScreenOption, callback: AsyncCallback<Screen>): void;",Method,SystemCapability.WindowManager.WindowManager.Core,ohos.permission.CAPTURE_SCREEN,9,,否,否
ohos.screen,screen,createVirtualScreen,function createVirtualScreen(options: VirtualScreenOption): Promise<Screen>;,Method,SystemCapability.WindowManager.WindowManager.Core,ohos.permission.CAPTURE_SCREEN,9,,否,否
ohos.screen,screen,setVirtualScreenSurface,"function setVirtualScreenSurface(screenId: number, surfaceId: string, callback: AsyncCallback<void>): void;",Method,SystemCapability.WindowManager.WindowManager.Core,ohos.permission.CAPTURE_SCREEN,9,,否,否
ohos.screen,screen,setVirtualScreenSurface,"function setVirtualScreenSurface(screenId: number, surfaceId: string): Promise<void>;",Method,SystemCapability.WindowManager.WindowManager.Core,ohos.permission.CAPTURE_SCREEN,9,,否,否
ohos.screenLock,screenLock,lock,function lock(callback: AsyncCallback<boolean>): void;,Method,SystemCapability.MiscServices.ScreenLock,ohos.permission.ACCESS_SCREEN_LOCK_INNER,9,,否,否
ohos.screenLock,screenLock,lock,function lock(): Promise<boolean>;,Method,SystemCapability.MiscServices.ScreenLock,ohos.permission.ACCESS_SCREEN_LOCK_INNER,9,,否,否
ohos.screenLock,screenLock,onSystemEvent,function onSystemEvent(callback: Callback<SystemEvent>): boolean;,Method,SystemCapability.MiscServices.ScreenLock,ohos.permission.ACCESS_SCREEN_LOCK_INNER,9,,否,否
ohos.screenLock,screenLock,sendScreenLockEvent,"function sendScreenLockEvent(event: String, parameter: number, callback: AsyncCallback<boolean>): void;",Method,SystemCapability.MiscServices.ScreenLock,ohos.permission.ACCESS_SCREEN_LOCK_INNER,9,,否,否
ohos.screenLock,screenLock,sendScreenLockEvent,"function sendScreenLockEvent(event: String, parameter: number): Promise<boolean>;",Method,SystemCapability.MiscServices.ScreenLock,ohos.permission.ACCESS_SCREEN_LOCK_INNER,9,,否,否
ohos.screenLock,screenLock,requestStrongAuth,"function requestStrongAuth(reasonFlag: StrongAuthReasonFlags, userId: number): Promise<void>;",Method,SystemCapability.MiscServices.ScreenLock,ohos.permission.ACCESS_SCREEN_LOCK,12,,否,否
ohos.screenLock,screenLock,getStrongAuth,function getStrongAuth(userId: number): number;,Method,SystemCapability.MiscServices.ScreenLock,ohos.permission.ACCESS_SCREEN_LOCK,12,,否,否
ohos.screenLock,screenLock,setScreenLockDisabled,"function setScreenLockDisabled(disable: boolean, userId: number): Promise<boolean>;",Method,SystemCapability.MiscServices.ScreenLock,ohos.permission.ACCESS_SCREEN_LOCK,12,,否,否
ohos.screenLock,screenLock,isScreenLockDisabled,function isScreenLockDisabled(userId: number): boolean;,Method,SystemCapability.MiscServices.ScreenLock,ohos.permission.ACCESS_SCREEN_LOCK,12,,否,否
ohos.screenLock,screenLock,setScreenLockAuthState,"function setScreenLockAuthState(state: AuthState, userId: number, authToken: Uint8Array): Promise<boolean>;",Method,SystemCapability.MiscServices.ScreenLock,ohos.permission.ACCESS_SCREEN_LOCK_INNER,12,,否,否
ohos.screenLock,screenLock,getScreenLockAuthState,function getScreenLockAuthState(userId: number): AuthState;,Method,SystemCapability.MiscServices.ScreenLock,ohos.permission.ACCESS_SCREEN_LOCK,12,,否,否
ohos.screenshot,screenshot,save,"function save(options: ScreenshotOptions, callback: AsyncCallback<image.PixelMap>): void;",Method,SystemCapability.WindowManager.WindowManager.Core,ohos.permission.CAPTURE_SCREEN,11,,否,否
ohos.screenshot,screenshot,save,function save(callback: AsyncCallback<image.PixelMap>): void;,Method,SystemCapability.WindowManager.WindowManager.Core,ohos.permission.CAPTURE_SCREEN,7,,否,否
ohos.screenshot,screenshot,save,function save(options?: ScreenshotOptions): Promise<image.PixelMap>;,Method,SystemCapability.WindowManager.WindowManager.Core,ohos.permission.CAPTURE_SCREEN,7,,否,否
ohos.screenshot,screenshot,capture,function capture(options?: CaptureOption): Promise<image.PixelMap>;,Method,SystemCapability.WindowManager.WindowManager.Core,ohos.permission.CUSTOM_SCREEN_CAPTURE,14,,否,否
ohos.security.asset,asset,addAsUser,"function addAsUser(userId: number, attributes: AssetMap): Promise<void>;",Method,SystemCapability.Security.Asset,ohos.permission.INTERACT_ACROSS_LOCAL_ACCOUNTS,12,,否,否
ohos.security.asset,asset,removeAsUser,"function removeAsUser(userId: number, query: AssetMap): Promise<void>;",Method,SystemCapability.Security.Asset,ohos.permission.INTERACT_ACROSS_LOCAL_ACCOUNTS,12,,否,否
ohos.security.asset,asset,updateAsUser,"function updateAsUser(userId: number, query: AssetMap, attributesToUpdate: AssetMap): Promise<void>;",Method,SystemCapability.Security.Asset,ohos.permission.INTERACT_ACROSS_LOCAL_ACCOUNTS,12,,否,否
ohos.security.asset,asset,preQueryAsUser,"function preQueryAsUser(userId: number, query: AssetMap): Promise<Uint8Array>;",Method,SystemCapability.Security.Asset,ohos.permission.INTERACT_ACROSS_LOCAL_ACCOUNTS,12,,否,否
ohos.security.asset,asset,queryAsUser,"function queryAsUser(userId: number, query: AssetMap): Promise<Array<AssetMap>>;",Method,SystemCapability.Security.Asset,ohos.permission.INTERACT_ACROSS_LOCAL_ACCOUNTS,12,,否,否
ohos.security.asset,asset,postQueryAsUser,"function postQueryAsUser(userId:number, handle: AssetMap): Promise<void>;",Method,SystemCapability.Security.Asset,ohos.permission.INTERACT_ACROSS_LOCAL_ACCOUNTS,12,,否,否
ohos.security.certManager,certificateManager,installPrivateCertificate,"function installPrivateCertificate(
    keystore: Uint8Array,
    keystorePwd: string,
    certAlias: string,
    callback: AsyncCallback<CMResult>
  ): void;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,12,,否,否
ohos.security.certManager,certificateManager,installPrivateCertificate,"function installPrivateCertificate(keystore: Uint8Array, keystorePwd: string, certAlias: string): Promise<CMResult>;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,12,,否,否
ohos.security.certManager,certificateManager,uninstallPrivateCertificate,"function uninstallPrivateCertificate(keyUri: string, callback: AsyncCallback<void>): void;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,11,,否,否
ohos.security.certManager,certificateManager,uninstallPrivateCertificate,function uninstallPrivateCertificate(keyUri: string): Promise<void>;,Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,11,,否,否
ohos.security.certManager,certificateManager,getAllAppPrivateCertificates,function getAllAppPrivateCertificates(callback: AsyncCallback<CMResult>): void;,Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER and ohos.permission.ACCESS_CERT_MANAGER_INTERNAL,11,,否,否
ohos.security.certManager,certificateManager,getAllAppPrivateCertificates,function getAllAppPrivateCertificates(): Promise<CMResult>;,Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER and ohos.permission.ACCESS_CERT_MANAGER_INTERNAL,11,,否,否
ohos.security.certManager,certificateManager,getPrivateCertificate,"function getPrivateCertificate(keyUri: string, callback: AsyncCallback<CMResult>): void;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,11,,否,否
ohos.security.certManager,certificateManager,getPrivateCertificate,function getPrivateCertificate(keyUri: string): Promise<CMResult>;,Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,11,,否,否
ohos.security.certManager,certificateManager,init,"function init(authUri: string, spec: CMSignatureSpec, callback: AsyncCallback<CMHandle>): void;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,12,,否,否
ohos.security.certManager,certificateManager,init,"function init(authUri: string, spec: CMSignatureSpec): Promise<CMHandle>;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,12,,否,否
ohos.security.certManager,certificateManager,update,"function update(handle: Uint8Array, data: Uint8Array, callback: AsyncCallback<void>): void;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,11,,否,否
ohos.security.certManager,certificateManager,update,"function update(handle: Uint8Array, data: Uint8Array): Promise<void>;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,11,,否,否
ohos.security.certManager,certificateManager,finish,"function finish(handle: Uint8Array, callback: AsyncCallback<CMResult>): void;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,11,,否,否
ohos.security.certManager,certificateManager,finish,"function finish(handle: Uint8Array, signature: Uint8Array, callback: AsyncCallback<CMResult>): void;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,11,,否,否
ohos.security.certManager,certificateManager,finish,"function finish(handle: Uint8Array, signature?: Uint8Array): Promise<CMResult>;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,11,,否,否
ohos.security.certManager,certificateManager,abort,"function abort(handle: Uint8Array, callback: AsyncCallback<void>): void;",Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,11,,否,否
ohos.security.certManager,certificateManager,abort,function abort(handle: Uint8Array): Promise<void>;,Method,SystemCapability.Security.CertificateManager,ohos.permission.ACCESS_CERT_MANAGER,11,,否,否
